nominativo,regione,sesso,città_nascita,lat,lon,scheda,link,id
Mario Fiorentini,Lazio,M,Roma,41.89332,12.48293,"Mario Fiorentini Nato a Roma il 7 novembre 1918 Gap Gramsci Roma centro Comandante missione Dingo dell’Oss Nomi di battaglia “Giovanni”, “Dino”, “Gandi”, “Fringuello” Tre medaglie d’argento e tre croci di guerra La sua testimonianza è raccolta nel libro “Noi, Partigiani”",https://www.noipartigiani.it/fiorentini-mario/,512605269
Mario Candotto,Friuli V.G.,M,Porpetto (UD),45.85243,13.22103,"Mario Candotto Nato a Porpetto (UD) il 2 Giugno 1926 Operaio dei Cantieri navali di Monfalcone Partigiano deportato nel lager di Dachau La sua testimonianza è raccolta nel libro “Noi, Partigiani” L’intervista è stata realizzata nel dicembre 2019",https://www.noipartigiani.it/mario-candotto/,514667081
Renato Ballardini,Trentino-A.,M,Riva d. Garda,45.88568,10.84153,"Renato Ballardini Nato a Riva del Garda (TN) il 21 ottobre 1927, studente Gruppo clandestino “Figli della montagna” (Fiamme Verdi-Brigata Cesare Battisti) Nel dopoguerra avvocato e parlamentare socialista L’intervista è stata realizzata nel settembre 2019",https://www.noipartigiani.it/renato-ballardini/,504823501
Luciana Romoli,Lazio,F,Roma,41.89332,12.48293,"Luciana Romoli Nata a Roma il 14 dicembre 1930 Nome di battaglia “Luce” Staffetta della Brigata Garibaldi della sesta zona di Roma La sua testimonianza è raccolta nel libro “Noi, Partigiani” L’intervista è stata realizzata nel settembre 2019",https://www.noipartigiani.it/luciana-romoli/,515748268
Aldo Giassi,Lombardia,M,Udine,46.06341,13.23581,"Aldo Giassi Nato a Udine il 2 gennaio 1925, operaio Nome di battaglia “Milan” 51ª Garibaldi, distaccamento Arturo Albertazzi La sua testimonianza è raccolta nel libro “Noi, Partigiani” L’intervista è stata realizzata nel giugno 2019",https://www.noipartigiani.it/aldo-giassi/,511542624
Adelina Grossi,Emilia-R.,F,Massa Lomb. (RA),44.44861,11.81703,"Adelina Grossi Nata a Massa Lombarda (RA) il 1 Novembre 1927, contadina Gruppi di difesa della donna La sua testimonianza è raccolta nel libro “Noi, Partigiani”",https://www.noipartigiani.it/adelina-grossi/,513773635
Tosca Giordani,Trentino-A.,F,Pedersano (TN),45.90803,11.02684,"Tosca Giordani Nata a Pedersano (TN) il 27 luglio 1922, operaia Staffetta della Brigata Pasubiana La sua testimonianza è raccolta nel libro “Noi, Partigiani” L’intervista è stata realizzata nel settembre 2019",https://www.noipartigiani.it/tosca-giordani/,510300026
Lauretta Federici,Toscana,F,Vinca (MS),44.13694,10.15174,"Lauretta Federici Nata a Vinca (MS) il 2 febbraio 1937 Testimone dell’eccidio di 173 persone avvenuta nel suo paese il 24 agosto 1944 ad opera di fascisti e tedeschi (maggiore Walter Reder) La sua testimonianza è raccolta nel libro “Noi, Partigiani” L’intervista è stata realizzata nel novembre 2019",https://www.noipartigiani.it/lauretta-federici/,513455659
Ermenegildo Bugni,Emilia-R.,M,L'Aquila,42.34892,13.39797,"Ermenegildo Bugni Nato a L’Aquila il 2 novembre 1927, operaio Nome di battaglia “Arno” Vicecomandante della divisione Modena e responsabile di zona Porta Santo Stefano nella Brigata “Irma Bandiera” di Bologna Ha scritto “Memorie del partigiano Arno” La sua testimonianza è raccolta nel libro “Noi, Partigiani” L’intervista è stata realizzata nel giugno 2019",https://www.noipartigiani.it/ermenegildo-bugni/,513331503
Ida Valbonesi,Emilia-R.,F,Forlì,44.22243,12.04103,"Ida Valbonesi Nata a Forlì il 2 Giugno 1924, apprendista sarta Nome di battaglia “Idina” Staffetta dell’ 8ª Brigata Garibaldi e del comando unificato Emilia Romagna La sua testimonianza è raccolta nel libro “Noi, Partigiani”",https://www.noipartigiani.it/ida-valbonesi/,506168742
Dina Guazzone,Lombardia,F,Milano,45.46419,9.18963,"Dina Guazzone Nata a Milano il 30 Agosto 1928, studentessa Staffetta Darma era la bicicletta originale con cui Dina ha svolto la sua attività clandestina La sua testimonianza è raccolta nel libro “Noi, Partigiani”",https://www.noipartigiani.it/dina-guazzone/,514375076
Iole Mancini,Lazio,F,Nemi (RM),41.72251,12.71881,"Iole Mancini Nata a Nemi (Roma), il 19 Febbraio 1920 Brigata Garibaldi, Gap. Staffetta Il marito Ernesto Borghesi partecipò all’azione di Via Rasella La sua testimonianza è raccolta nel libro “Noi, Partigiani” L’intervista è stata realizzata nel settembre 2019",https://www.noipartigiani.it/iole-mancini/,506170942
Giovanni Marzona,Friuli V.G.,M,Villa Santina,46.41361,12.92135,"Giovanni Marzona Nato a Villa Santina (UD), il 12 Gennaio 1928 Nome di battaglia “Alfa” Brigata Osoppo Friuli Ha scritto il libro “Il Partigiano Alfa racconta” La sua testimonianza è raccolta nel libro “Noi, Partigiani” L’intervista è stata realizzata nel novembre 2019",https://www.noipartigiani.it/giovanni-marzona/,519117968
A. M. Tolomelli,Emilia-R.,F,Argelato (BO),44.64165,11.34863,"Annunziata Maria Tolomelli Nata ad Argelato (BO), il 4 Maggio 1929, studentessa Nome di battaglia “Lina” 2ª Brigata Garibaldi",Non trovato nel Foglio3,#N/A
Teresa Vergalli,Emilia-R.,F,Bibbiano (RE),44.66416,10.47445,"Teresa Vergalli Nata a Bibbiano (RE), l’11 Ottobre 1927, studentessa Nome di battaglia “Anuska” 76ª Sap e 144ª Brigata Garibaldi Ha scritto “Storie di una staffetta partigiana” La sua testimonianza è raccolta nel libro “Noi, Partigiani” L’intervista è stata realizzata nel settembre 2019",https://www.noipartigiani.it/teresa-vergalli/,519045044
Roberto Milani,Veneto,M,Sossano (VI),45.35824,11.51235,"Roberto Milani Nato a Sossano (VI), il 6 Giugno 1926 Nome di battaglia “Alberto” Brigata Garibaldi Ateo Garemi All’intervista partecipa anche la moglie Imperia Vanzan L’intervista è stata realizzata nel settembre 2019",https://www.noipartigiani.it/roberto-milani/,519046511
Amalia Geminiani,Emilia-R.,F,Alfonsine (RA),44.50632,12.04355,"Amalia Geminiani Nata a Alfonsine (RA), il 26 Luglio 1925 Staffetta Spettacolo teatrale “Il sole splendeva quel mattino… ricordi di Resistenza”",https://www.noipartigiani.it/amalia-geminiani/,521356158
Mario Alberti,Piemonte,M,Calliano (AT),45.00223,8.257,"Mario Alberti Nato a Calliano (AT), il 13 maggio 1925, operaio meccanico 9ª Brigata Matteotti L’intervista è stata realizzata nell’ottobre 2020",https://www.noipartigiani.it/alberti-mario/,503118575
Teresa Peghin,Veneto,F,Trissino (VI),45.56223,11.37194,"Teresa Peghin Nata a Selva di Trissino (VI) il 24 Settembre 1924, Nome di battaglia “Wally” Staffetta della brigata Stella Documentario “Dalla Parte giusta” e libro di Giorgio Fin",https://www.noipartigiani.it/peghin-teresa/,519045877
Vinicio Silva,Lombardia,M,Milano,45.46419,9.18963,"Vinicio Silva Nato a Milano l’11 Settembre 1923, studente Nome di battaglia “Jim” 12ª Brigata Garibaldi, in seguito 31ª Brigata Garibaldi La sua testimonianza è raccolta nel libro “Noi, Partigiani”",https://www.noipartigiani.it/silva-vinicio/,510325678
Pasquale Cinefra,Piemonte,M,Alessandria,44.91261,8.61507,"Pasquale Cinefra Nato ad Alessandria il 18 Febbraio 1926 Nome di battaglia “Ivan” Vicecomandate Sap di Ovada poi Divisione Mingo, brigata Buranello La sua testimonianza è raccolta nel libro “Noi, Partigiani” L’intervista è stata realizzata nel settembre 2019",https://www.noipartigiani.it/cinefra_pasquale/,510782506
Enrica Morbello,Piemonte,F,Casale Monf.,45.13327,8.4507,"Enrica Morbello Nata a Casale Monferrato (AL), il 28 Febbraio 1922 Nome di battaglia “Fasulin” Staffetta della 114ª Brigata Garibaldi Ha scritto il libro “Dalla parte giusta” La sua testimonianza è raccolta nel libro “Noi, Partigiani” L’intervista è stata realizzata nell’agosto 2019",https://www.noipartigiani.it/morbello-enrica/,518246037
Carlo Smuraglia,Marche,M,Ancona,43.61583,13.51891,"Carlo Smuraglia Nato ad Ancona il 12 Agosto 1923, studente Partigiano e volontario militare della divisione Cremona Presidente emerito dell’Anpi La sua testimonianza è raccolta nel libro “Noi, Partigiani”",https://www.noipartigiani.it/smuraglia-carlo/,515372463
Giulia Re,Lombardia,F,Milano,45.46419,9.18963,Giulia Re Nata a Milano il 31 agosto 1926 Nome di battaglia “Giulietta” Staffetta L’intervista è stata realizzata nel luglio 2019,https://www.noipartigiani.it/re-giulia/,506055276
Aldo Costantini,Veneto,M,Burano (VE),45.48512,12.41727,"Aldo Costantini Nato a Burano (VE), il 27 Marzo 1924, carabiniere Nome di battaglia “Totò” 19ª Brigata Garibaldi Condannato a vent’anni di carcere per essersi fatto disarmare dai partigiani senza ingaggiare un combattimento, evase e si unì alle formazioni della Resistenza L’intervista è stata realizzata nel settembre 2020",https://www.noipartigiani.it/costantini_aldo/,514267403
Marialucia Vandone,Lombardia,F,Milano,45.46419,9.18963,"Vandone Marialucia Nata a Milano il 26 Febbraio 1923 Staffetta Ha fatto la Resistenza con il fidanzato Giorgio Paglia, “il Tenente Giorgio”, 53ª Brigata Garibaldi, ucciso con altri sette compagni il 21 novembre 1944 e insignito di Medaglia d’oro La sua testimonianza è raccolta nel libro “Noi, Partigiani”",https://www.noipartigiani.it/vandone-marialucia/,506066374
Umberto Graziani,Abruzzo,M,Vestea (PE),42.39139,13.84278,Umberto Graziani Nato a Vestea (PE) il 17 Dicembre 1923 Ha combattuto con i partigiani jugoslavi Sulla sua storia Roberto Delle Cese ha scritto il libro “Umberto Graziani. Un partigiano abruzzese nella brigata Rab”,https://www.noipartigiani.it/graziani-umberto/,521429744
Sante Bajardi,Piemonte,M,Torino,45.06775,7.68249,"Sante Bajardi Nato a Torino il 10 maggio 1926 Nome di battaglia “Eros” Brigata Gramsci, Sap La sua testimonianza è raccolta nel libro “Noi, Partigiani” L’intervista è stata realizzata nell’ottobre 2019",https://www.noipartigiani.it/bajardi-sante/,504743004
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
,,,,,,,,#N/A
